Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Audi TT (S line),Audi,21/06/2024,"€15,365.00",2015,"56,865 miles",Coupe,Automatic,Petrol,Audi TT2.0 TFSI S line S Tronic quattro Euro 6 (s/s) 3dr4 previous owners,Tipperary
Audi Rsq8 (TFSI V8),Audi,21/06/2024,"€ 115,238",2020,"9,585",SUV,Automatic,Petrol,Grey Audi RSQ84.0 TFSI V8 Vorsprung Tiptronic quattro Euro 6 (s/s) 5dr,Roscommon
Audi S3 (TFSI),Audi,22/06/2024,"€26,311.00",2019,"34,909",Hatchback,Automatic,Petrol,Blue Audi S32.0 TFSI Sportback S Tronic quattro Euro 6 (s/s) 5dr1 previous owner,Donegal
Audi A4 (SE Technik),Audi,2024-06-23,"€ 9,744",2013,"70,400",Saloon,Manual,Petrol,Navy Audi A41.8 TFSI SE Technik Euro 5 (s/s) 4dr3 previous owners,Kildare
Audi A4 Avant (TDI),Audi,2024-06-25,"€9,718.00",2013,"80,267",Estate,Automatic,Diesel,Red Audi A42.0 AVANT TDI SE TECHNIK 5d 141 BHP SAT NAV-PARKING SENSORS-CLIMATE2 previous owners,Donegal
Audi Q4 E-Tron (Sport),Audi,25/06/2024,"€ 48,930",2021,"7,790",SUV,Automatic,Electric,Audi Q4 e-tron35 Sport SUV 5dr Electric Auto 55kWh (170 ps)2 previous owners,Donegal
Audi Q3 (TDI),Audi,2024-06-27,"€11,162.00",2014,"82,569",SUV,Manual,Diesel,Black Audi Q32.0 TDI S line Euro 5 (s/s) 5dr3 previous owners,Dublin
Audi A5 Cabriolet (S line),Audi,27/06/2024,"€22,849.00",2018,"17,690",Convertible,Manual,Petrol,Blue Audi A5TFSI S LINE 2.0 2dr,Carlow
Audi A5 (Sport),Audi,28/06/2024,"€29,302.00",2020,"28,332",Hatchback,Automatic,Diesel,Red Audi A535 TDI Sport 5dr S Tronic 2.0,Laois
Audi RS5 (TFSI V6),Audi,28/06/2024,"€35,283.00",2017,"35,704",Coupe,Automatic,Petrol,Black Audi RS52.9 TFSI V6 Tiptronic quattro Euro 6 (s/s) 2dr4 previous owners,Galway
Audi A6 Avant (TDI),Audi,2024-06-28,"€ 17,275",2017,"49,625",Estate,Manual,Diesel,Red Audi A62.0 TDI AVANT ULTRA SE EXECUTIVE 5d 188 BHP1 previous owner,Meath
Audi A3 (TFSI),Audi,29/06/2024,"€12,755.00",2016,"44,354",Hatchback,Manual,Petrol,Grey Audi A31.0 TFSI SPORT 3d 114 BHP \xa320 RFL | 60.1MPG | GREAT HISTORY2 previous owners,Dublin
Audi R8 (FSI V10),Audi,2024-06-29,"€126,127.00",2019,"13,729",Coupe,Automatic,Petrol,Black Audi R85.2 FSI V10 Performance Carbon Black S Tronic quattro Euro 6 (s/s) 2dr2 previous owners,Limerick
Audi A3 (TFSI),Audi,2024-06-29,"€10,087.00",2014,"70,022 miles",Hatchback,Manual,Petrol,Silver Audi A31.4 TFSI S line Sportback Euro 5 (s/s) 5dr2 previous owners,Waterford
Audi A4 Avant (Sport),Audi,29/06/2024,"€12,024.00",2017,"98,416 miles",Estate,Manual,Diesel,Blue Audi A42.0 AVANT TDI ULTRA SPORT 5d 188 BHP2 previous owners,Cork
Audi A1 (S line),Audi,30/06/2024,"€21,434.00",2019,"6,873",Hatchback,Manual,Petrol,Silver Audi A125 TFSI S Line 5dr 1.0,Dublin
Audi Q5 (S line),Audi,02/07/2024,"€44,587.00",2021,"12,437",SUV,Automatic,Petrol,Black Audi Q5 SPORTBACK45 TFSI Quattro S Line 5dr S Tronic [C+S] 2.01 previous owner,Donegal
Audi Q4 E-Tron (Edition 1),Audi,2024-07-03,"€ 64,280",2021,"4,355",SUV,Automatic,Electric,"Blue Audi Q4 E-TronQ4 Edition 1 40 e-tron 150,00 kW 5dr",Dublin
Audi A5 (TDI),Audi,03/07/2024,"€20,385.00",2018,"40,995",Coupe,Auto,Diesel,Audi A52.0 TDI S line S Tronic Euro 6 (s/s) 2dr3 previous owners,Cork
Audi A1 (Sport),Audi,05/07/2024,"€14,452.00",2018,"32,957",Hatchback,Manual,Petrol,Navy Audi A11.4 TFSI Sport Nav 5dr,Donegal
Audi TT (S line),Audi,06/07/2024,"€10,996.00",2011,"76,303",Coupe,Manual,Diesel,Silver Audi TT2.0 TDI S line quattro Euro 5 3dr2 previous owners,Wexford
Audi RS4 Avant (TFSI V6),Audi,06/07/2024,"€76,502.00",2022,"3,563 miles",Estate,Automatic,Petrol,Navy Audi RS4 Avant2.9 TFSI V6 Carbon Black Estate 5dr Petrol Tiptronic quattro Euro 6 (s/s) (450 ps)1 previous owner,Dublin
Audi TT (TDI),Audi,2024-07-07,"€15,154.00",2016,"64,746",Coupe,Manual,Diesel,Black Audi TTAudi TT Coupe 2.0 TDI 184 Ultra Sport 2dr2 previous owners,Tipperary
Audi TT (ultra),Audi,2024-07-08,"€16,464.00",2015,"60,901 miles",Coupe,Manual,Diesel,Navy Audi TT2.0 TDI Ultra S Line 2dr,Dublin
Audi A5 (TFSI),Audi,12/07/2024,"€39,365.00",2021,"13,247",Hatchback,Automatic,Petrol,Red Audi A540 TFSI 204 Edition 1 5dr S Tronic 2.0,Dublin
Audi Q3 (S line),Audi,2024-07-13,"€ 39,847",2019,"19,083",SUV,Automatic,Petrol,Silver Audi Q3Sportback S line 45 TFSI quattro 230 PS S tronic 2.0 5dr1 previous owner,Donegal
Audi A4 (Sport Edition),Audi,14/07/2024,"€28,211.00",2021,"10,795",Saloon,Automatic,Diesel,Black Audi A4 DIESEL SALOON30 TDI Sport Edition 4dr S Tronic 2.01 previous owner,Limerick
Audi A6 Saloon (S line),Audi,14/07/2024,"€18,183.00",2017,"49,411",Saloon,Automatic,Diesel,Red Audi A62.0 TDI ULTRA S LINE 4d 188 BHP1 previous owner,Waterford
Audi A3 (Sport),Audi,2024-07-16,"€7,201.00",2013,"107,305",Hatchback,Manual,Diesel,Grey Audi A3TDI SPORT 1.6 5dr,Kilkenny
Audi A5 (TDI),Audi,16/07/2024,"€17,112.00",2017,"62,386 miles",Hatchback,Automatic,Diesel,Navy Audi A52.0 TDI Ultra SE 5dr S Tronic3 previous owners,Dublin
Audi Q5 (S line Plus),Audi,2024-07-17,"€12,355.00",2014,"100,034",SUV,Manual,Diesel,Blue Audi Q52.0 TDI S line Plus quattro Euro 5 (s/s) 5dr3 previous owners,Dublin
Audi A6 Avant (Black Edition),Audi,17/07/2024,"€18,632.00",2016,80161,Estate,Automatic,Diesel,Black Audi A6 Avant3.0 TDI V6 Black Edition S Tronic quattro Euro 6 (s/s) 5dr,Westmeath
Audi A4 (TDI),Audi,2024-07-17,"€6,150.00",2013,"125,338",Saloon,Manual,Diesel,Blue Audi A42.0 TDI SE Technik Euro 5 (s/s) 4dr,Dublin
Audi A4 Avant (ultra),Audi,18/07/2024,"€11,131.00",2016,"118,474 miles",Estate,Automatic,Diesel,Red Audi A4 Avant2.0 TDI ultra Sport S Tronic Euro 6 (s/s) 5dr1 previous owner,Donegal
Audi A4 (TDI),Audi,18/07/2024,"€17,024.00",2017,46142,Saloon,Manual,Diesel,Blue Audi A42.0 TDI S LINE 4d 188 BHP**\xa32000 FACTORY UPGRADES**SAT NAV**CLIMATE** **AWARD WINNING DEALER**2 previous owners,Clare
Audi A3 Cabriolet (TDI),Audi,18/07/2024,"€4,138.00",2012,"113,024",Convertible,Manual,Diesel,Audi A3 Cabriolet1.6 TDI Sport Euro 5 (s/s) 2dr4 previous owners,Dublin
Audi A1 (Sport),Audi,19/07/2024,"€14,094.00",2018,"22,479",Hatchback,Manual,Petrol,Black Audi A11.0 SPORTBACK TFSI SPORT NAV 5d 93 BHP Air con - Alloys Wheels - Bluetooth1 previous owner,Dublin
Audi Q3 (Black Edition),Audi,21/07/2024,"€21,408.00",2017,"52,200 miles",SUV,Automatic,Petrol,Grey Audi Q32.0T FSI Quattro Black Edition 5dr S Tronic1 previous owner,Wicklow
Audi TT (Black Edition),Audi,21/07/2024,"€11,362.00",2013,"80,247 miles",Coupe,Manual,Diesel,Silver Audi TT2.0 TDI QUATTRO BLACK EDITION 2d 168 BHP QUATTRO BLACK EDITION MODEL,Cork
Audi Q3 (SE),Audi,22/07/2024,"€14,479.00",2013,"51,275",SUV,Automatic,Petrol,Audi Q32.0 TFSI QUATTRO SE 5d 168 BHP **JONES MOTOR COMPANY HAVE BEEN AUDI SPECIALISTS FOR OVER 15 YEARS**2 previous owners,Tipperary
Audi A4 (S line Special Edition),Audi,22/07/2024,"€6,181.00",2011,"121,028 miles",Saloon,Automatic,Diesel,Silver Audi A42.0 TDI S line Special Edition Multitronic Euro 4 4dr4 previous owners,Dublin
Audi A4 (S line),Audi,22/07/2024,"€22,435.00",2018,22006,Saloon,Automatic,Petrol,Grey Audi A42.0 TFSI S line S Tronic Euro 6 (s/s) 4dr2 previous owners,Sligo
Audi S4 (TFSI V6),Audi,2024-07-23,"€13,475.00",2010,"70,226",Saloon,Manual,Petrol,Grey Audi S43.0 TFSI V6 quattro 4dr,Tipperary
Audi Q3 (SE),Audi,2024-07-23,"€ 15,252",2016,"63,251",SUV,Manual,Diesel,Black Audi Q32.0 TDI SE quattro Euro 6 (s/s) 5dr2 previous owners,Cork
Audi A4 (SE),Audi,24/07/2024,"€9,476.00",2016,"125,227",Saloon,Manual,Diesel,Red Audi A42.0 TDI ultra SE Euro 6 (s/s) 4dr2 previous owners,Tipperary
Audi Q3 (Vorsprung),Audi,2024-07-26,"€43,357.00",2020,"9,922",SUV,Automatic,Petrol,Audi Q3Vorsprung 40 TFSI quattro 190 PS S tronic 2.0 5dr1 previous owner,Offaly
Audi A5 (S line),Audi,2024-07-28,"€30,161.00",2020,"20,550",Hatchback,Automatic,Petrol,Red Audi A5Sportback S line 40 TFSI 190 PS S tronic 2.0 5dr,Galway
Audi Q7 (S line),Audi,30/07/2024,"€32,184.00",2017,"50,657",SUV,Automatic,Diesel,Audi Q73.0 TDI V6 S line Tiptronic quattro Euro 6 (s/s) 5dr,Louth
Audi Q2 (Sport),Audi,31/07/2024,"€18,194.00",2019,"37,297",SUV,Manual,Petrol,Navy Audi Q21.0 TFSI 30 Sport Euro 6 (s/s) 5dr1 previous owner,Kerry
Audi Q3 (Sport),Audi,01/08/2024,"€25,568.00",2019,"16,790",SUV,Manual,Petrol,Blue Audi Q335 TFSI Sport 5dr Satellite Navigation 1.5,Louth
Audi Q5 (S line),Audi,01/08/2024,"€21,392.00",2017,"61,611",SUV,Automatic,Diesel,Audi Q52.0 TDI S line S Tronic quattro (s/s) 5dr1 previous owner,Galway
Audi A7 (TDI V6),Audi,2024-08-01,"€29,821.00",2018,"68,396",Hatchback,Automatic,Diesel,Blue Audi A7 DIESEL SPORTBACK50 TDI Quattro S Line 5dr Tip Auto 3.02 previous owners,Limerick
Audi Q7 (TDI V6),Audi,04/08/2024,"€54,170.00",2021,"16,150",SUV,Automatic,Diesel,Blue Audi Q750 TDI Quattro S Line 5dr Tiptronic 3.0,Louth
Audi Q3 (TFSI),Audi,05/08/2024,"€25,824.00",2019,"43,556",SUV,Automatic,Petrol,Navy Audi Q31.5 TFSI SPORT 5d 148 BHP *BUY ONLINE ** FREE DELIVERY*2 previous owners,Dublin
Audi A1 (S line Competition),Audi,05/08/2024,"€22,965.00",2019,"21,424",Hatchback,Automatic,Petrol,Grey Audi A140 TFSI S Line Competition 5dr S Tronic Bluetooth 2.0,Dublin
Audi A3 (TFSI),Audi,07/08/2024,"€12,756.00",2013,"21,423",Hatchback,Manual,Petrol,Red Audi A31.4 TFSI CoD Sport Sportback Euro 6 (s/s) 5dr1 previous owner,Sligo
Audi Q3 (Sport),Audi,08/08/2024,"€27,233.00",2019,"11,423",SUV,Automatic,Diesel,Audi Q32.0 TDI 35 Sport S Tronic Euro 6 (s/s) 5dr1 previous owner,Galway
Audi Q5 (S line Plus),Audi,2024-08-12,"€17,186.00",2014,64613,SUV,Auto,Diesel,Blue Audi Q52.0 TDI Quattro S Line Plus 5dr S Tronic [Heated Front Seats],Mayo
Audi A5 (Sport),Audi,2024-08-12,"€4,832.00",2011,"135,549",Coupe,Manual,Diesel,Black Audi A52.0 TDI SPORT 2d 168 BHP 1 YEAR MOT INCLUDED,Kildare
Audi A4 (Sport),Audi,2024-08-13,"€11,783.00",2017,"81,249",Saloon,Manual,Petrol,Audi A41.4 TFSI SPORT 4d 148 BHP2 previous owners,Donegal
Audi A5 Cabriolet (TFSI),Audi,14/08/2024,"€9,367.00",2011,"72,225",Convertible,Automatic,Petrol,Audi A5 Cabriolet2.0 TFSI S line Convertible 2dr Petrol Multitronic Euro 5 (211 ps)2 previous owners,Kildare
Audi Q3 (S line Edition),Audi,15/08/2024,"€21,453.00",2018,"29,268",SUV,Automatic,Diesel,Red Audi Q32.0 TDI [184] Quattro S Line Edition 5dr S Tronic,Limerick
Audi Q3 (TDI),Audi,15/08/2024,"€11,578.00",2015,"107,476",SUV,Manual,Diesel,Black Audi Q32.0 TDI SE 5dr3 previous owners,Dublin
Audi A5 (Sport),Audi,15/08/2024,"€2,900.00",2010,"185,045",Coupe,Manual,Diesel,Blue Audi A52.0 TDI Sport Euro 5 (s/s) 2dr5 previous owners,Dublin
Audi A5 Cabriolet (TDI),Audi,15/08/2024,"€14,345.00",2015,"51,618",Convertible,Manual,Diesel,Black Audi A5 Cabriolet2.0 TDI S line Special Edition Plus Convertible 2dr Diesel Manual Euro 5 (s/s) (177 ps)2 previous owners,Dublin
Audi A5 (Sport),Audi,2024-08-16,"€32,510.00",2021,"11,163",Hatchback,Automatic,Diesel,Grey Audi A5 DIESEL SPORTBACK35 TDI Sport 5dr S Tronic 2.01 previous owner,Kildare
Audi A5 (TDI),Audi,16/08/2024,"€15,311.00",2013,"26,896",Coupe,Manual,Diesel,Silver Audi A52.0 TDI BLACK EDITION 2d 177 BHP2 previous owners,Wexford
Audi A7 (SE Executive),Audi,2024-08-20,"€19,957.00",2015,"21,869",Hatchback,Automatic,Diesel,Red Audi A73.0 TDI V6 SE Executive Sportback S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Donegal
Audi A1 (TFSI),Audi,21/08/2024,"€10,104.00",2015,"45,918",Hatchback,Manual,Petrol,Audi A11.0 TFSI SPORT 3d 93 BHP \xa3FREE ROAD TAX RAC WARRANTY FINANCE2 previous owners,Galway
Audi Q7 (Vorsprung),Audi,22/08/2024,"€75,829.00",2021,17678,SUV,Automatic,Diesel,Red Audi Q750 TDI Quattro Vorsprung 5dr Tiptronic 3.0,Clare
Audi Q3 (TDI),Audi,23/08/2024,"€15,450.00",2017,"60,335",SUV,Automatic,Diesel,Navy Audi Q32.0 TDI Sport SUV 5dr Diesel S Tronic quattro Euro 6 (s/s) (184 ps)1 previous owner,Laois
Audi Q3 (TDI),Audi,24/08/2024,"€17,376.00",2017,"25,760",SUV,Manual,Diesel,Red Audi Q32.0 TDI SE 5dr,Dublin
Audi A5 (S line),Audi,25/08/2024,"€19,172.00",2017,"57,447",Coupe,Automatic,Diesel,Grey Audi A52.0 TDI S line S Tronic Euro 6 (s/s) 2dr2 previous owners,Dublin
Audi SQ8 (Black Edition),Audi,2024-08-25,"€87,904.00",2022,"4,581",SUV,Automatic,Petrol,Grey Audi Q8SQ8 TFSI Quattro Black Edition 5dr Tiptronic 4.0,Dublin
Audi A4 Avant (S line),Audi,27/08/2024,"€12,839.00",2013,"70,032",Estate,Automatic,Petrol,Blue Audi A4 Avant2.0 TFSI S line Multitronic Euro 5 (s/s) 5dr,Tipperary
Audi Q7 (TDI V6),Audi,30/08/2024,"€29,125.00",2016,"87,595",SUV,Automatic,Diesel,Navy Audi Q73.0 TDI QUATTRO S LINE 5d 269 BHP 7 SEATER! 4-ZONE CLIMATE!2 previous owners,Waterford
Audi RS3 (TFSI),Audi,30/08/2024,"€67,170.00",2022,"2,901",Saloon,Automatic,Petrol,Silver Audi RS3RS 3 Saloon Carbon Black 400 PS S tronic 2.5 4dr1 previous owner,Louth
Audi A3 (TFSI),Audi,01/09/2024,"€17,281.00",2014,"18,162 miles",Hatchback,Auto,Petrol,Black Audi A31.4 TFSI CoD S line Sportback S Tronic 5dr1 previous owner,Limerick
Audi Q3 (CoD),Audi,03/09/2024,"€27,519.00",2019,"11,463",SUV,Manual,Petrol,Blue Audi Q335 TFSI Sport 5dr 1.51 previous owner,Leitrim
Audi A1 (S line),Audi,04/09/2024,"€9,984.00",2015,"82,097",Hatchback,Manual,Diesel,Blue Audi A11.6 TDI S line Sportback 5dr Diesel Euro 6 (s/s) (116 ps)3 previous owners,Kerry
Audi Q3 (Black Edition),Audi,05/09/2024,"€42,253.00",2021,"11,788",SUV,Automatic,Petrol Plug-In Hybrid,Grey Audi Q3Black Edition 45 TFSI e 245 PS S tronic 1.4 5dr,Dublin
Audi SQ5 (BiTDI V6),Audi,2024-09-06,"€ 26,495",2015,"43,244",SUV,Automatic,Diesel,Silver Audi SQ53.0 BiTDI V6 Plus Tiptronic quattro Euro 6 (s/s) 5dr2 previous owners,Mayo
Audi Q3 (CoD),Audi,2024-09-06,"€36,913.00",2022,"1,347 miles",SUV,Manual,Petrol,Audi Q335 TFSI S Line 5dr 1.51 previous owner,Kildare
